class,text
NEG,الجريمة والعنف في المناطق الحضرية بتعمل مشاكل كتير، ممكن تلاقي ناس بتسرق وتعرض الناس للخطر
NEG,الستات في مصر بتواجه تحديات كبيرة في حقوقهم وتعرضهم للتمييز والعنف والاضطهاد
NEG,في مصر نسبة البطالة والفقر كبيرة، خاصة في الشباب والستات
NEG,المشكلات البيئية زي التلوث والتغير المناخي وقلة المياه بتعمل مشاكل كبيرة في مصر
NEG,التعليم في مصر بيعاني من مشاكل كبيرة، وده بيؤثر على الكفاءة والتطور في المجتمع
NEG,السياسة في مصر بتخلي الناس تقول إن الحياة بقت مرهقة ومحدش بيشعر بالاستقرار
NEG,في مصر مفيش ثقة في الحكومة والسياسيين ومفيش حد عايز يستثمر في البلد
NEG,الفساد في السياسة المصرية مرتفع جدًا وبيؤثر على كل جوانب الحياة
NEG,السياسة في مصر مبتقومش على أساس ديمقراطي حقيقي ومفيش حرية حقيقية للتعبير عن الرأي
NEG,السياسة المصرية مش بتحل المشاكل الحقيقية للناس زي البطالة والفقر والتعليم والصحة
NEG,الاقتصاد في مصر مرتبط بشكل كبير بالسياسة وبيتأثر بمشاكلها
NEG,في مصر مشاكل الأمن والجريمة كبيرة ومش بتتحل بالشكل اللي يناسب الناس
NEG,السياسيين في مصر بيستخدموا الدين والعرق والجنسية في الحملات الانتخابية وبيتغيروا بعد كده
NEG,في مصر، الحريات الأساسية زي حرية التجمع والتعبير محدودة جدًا وبيتعرض لها الناس
NEG,في مصر مشاكل التمييز الديني والعرقي والجنسي كبيرة جدًا وبيؤثر على الناس
NEG,السياسة في مصر مش بتتعامل بجدية مع مشاكل البيئة زي التلوث والتغير المناخي ونقص المياه
NEG,في مصر، مفيش استقرار سياسي حقيقي وكل فترة في انتخابات جديدة ومشاكل جديدة
NEG,السياسة في مصر بتحرم الناس من الفرصة الحقيقية للتطور والنمو الاقتصادي
NEG,السياسة في مصر بتتميز بالتعامل القاسي مع الناس اللي بتطالب بالحقوق والتغيير
NEG,في مصر، الإصلاحات السياسية والاقتصادية بتأخذ وقت كبير جدًا وممكن تكون غير فعالة في النهاية
NEG,السياسة في مصر بتركز على الشكل والإعلامية أكثر من المضمون والحلول الحقيقية للمشاكل
NEG,في مصر، مفيش ثقة في الانتخابات والنتائج وفيها عمليات تزوير وتلاعب
NEG,السياسة في مصر بتتميز بالتوجه نحو الحكم الشمولي وترسيخ السلطة بدون تحقيق العدالة وحماية الحقوق
NEG,في مصر، السياسة مرتبطة بشكل كبير بالجيش وبتتحكم فيه من قبله وبيؤثر هذا على الديمقراطية وحقوق الإنسان
NEG,الثورة ضاعت ومفيش حاجة تحس بيها بتاعت 25 يناير
NEG,مفيش حد بيدافع عن حقوقنا زي ما كان في أول الثورة
NEG,الشباب اللي كانوا بيقودوا الثورة دلوقتي مش عاملين حاجة ومش مهتمين بمصلحة الشعب
NEG,الفساد والظلم مازالوا موجودين ومش بيتغيروا
NEG,مافيش حد بيستمع لأي شخص عايز يعبر عن رأيه
NEG,مشاكل البلد زادت بدل ما تقل
NEG,الحكومة والسلطة مستمرين في القمع والإضطهاد
NEG,المجتمع بقى أكتر تفرقة وإقصاء بدل ما يتحد
NEG,الحريات الأساسية ما زالت مقيدة
NEG,مصير مصر غير مؤكد ومفيش أمل في المستقبل
NEG,يثار الكثير من الجدل حول مدى الاستبداد في السياسة المصرية، ولاسيما تحت حكم الرئيس السيسي
NEG,تنتقد بعض المنظمات الحقوقية السياسات الاستبدادية المفترضة للسيسي في مصر، وتدعو للمزيد من الديمقراطية وحرية التعبير
NEG,تتهم بعض الجهات الدولية الحكومة المصرية بالقمع والاستبداد ضد المعارضين والنشطاء الحقوقيين
NEG,يحظر القوانين المصرية الحرية الكاملة للتعبير، ويتم إجبار بعض الصحفيين والنشطاء على الصمت
NEG,تؤكد بعض التقارير الدولية أن الحكومة المصرية تستخدم القوة بشكل مفرط ضد المتظاهرين والمعارضين، وتنتهك بذلك حقوق الإنسان الأساسية
NEG,الدنيا بقت زي الزفت بسبب الاستبداد والظلم اللي بيحصل في مصر
NEG,مافيش حرية في بلدنا ولا فيه حدود للاستبداد والفساد
NEG,الظلم بيضيع البلد ومصر بتضيع من إيدهم
NEG,الحرية في مصر بقت ذكريات والاستبداد بيزيد يوم بعد يوم
NEG,مفيش حد بيسمع صوت المظلومين في بلدنا والاستبداد بيسيطر على كل حاجة
NEG,الظلم في مصر بيفرض من الحكومة على المواطنين وبيحرمهم من حقوقهم
NEG,الاستبداد والظلم في مصر بيجيب الفقر والبطالة والجوع للناس
NEG,مافيش عدالة في بلدنا وكل حاجة بتبقى تحت سيطرة الأقوياء والفاسدين
NEG,المظالم في مصر بتزيد يوم بعد يوم والناس بيعيشوا في بلد مافيش فيه حرية
NEG,الاستبداد والفساد في مصر بيخلي الناس يحسوا إنهم عايشين في جحيم
NEG,الدولة بتجيب الجماهير وبتحبسهم بدون سبب ولا داعي
NEG,البلد دي بقت دولة ظلم وقمع، مفيش حقوق للمواطن البسيط
NEG,الداخلية بتعمل فوضى وبتسيطر على الناس وتحبسهم بدون أي سبب
NEG,الحرية في البلد دي طارت في الهوا، والناس بقت عايشة تحت القمع والاستبداد
NEG,النظام القائم ده بيحرم الجماهير من أي حقوق، وبيضغط عليهم بكل الطرق
NEG,الحكومة مش عايزة الناس تعبر عن رأيها، وبتحبس كل اللي بيقولوا اللي في جعبتهم
NEG,البلد دي بقت ديكتاتورية بجد، مفيش حرية لأي حد، والشارع بقى بيشكي وبيصرخ من القمع والاستبداد
NEG,المجتمع بقى مفكك ومعدوم، والدولة بتحبس كل اللي بتحسب إنهم معارضين، مهما كانت خلفياتهم
NEG,البلد دي بقت ملك للحكومة، والناس بقوا عبيد ليها، محدش بيقدر يتكلم ويقول كلامه
NEG,المصريين بقوا عايشين في مسرحية، الدولة بتعمل فيهم اللي هي عايزاه، وبتحبس كل اللي مخالف لها
NEG,المسئولين بيظلموا الناس وبيستغلوا السلطة عشان يجمعوا فلوسهم وينسوا إنهم مسئولين عن رفاهية الناس
NEG,الحكومة بتقتل الشعب وبتحبس كل اللي بيتكلم وبيعبر عن رأيه بصراحة
NEG,المسئولين بيهدروا أموال الناس وبيعملوا صفقات فاسدة ومشروعات مليانة بالرشوة والفساد
NEG,الفساد متفشي في كل مكان والمسئولين بيتمادوا عليه، وبيستغلوا الفرص لصالحهم بدل مصلحة الناس
NEG,المسئولين بينسوا إنهم فوق القانون ومش ملزمين بتطبيقه عليهم، وبيعملوا كل اللي فيه صالحهم بلا مراعاة لمصلحة الناس
NEG,المسئولين بيتلاعبوا بمشاعر الناس ويخدعوهم بوعود كاذبة، وبعد ما يوصلوا للسلطة بينسوا إنهم مش ملزمين بتحقيقها
NEG,الناس بتعاني وبتقضي على بالها من التضييق والظلم اللي بيحصل، بينما المسئولين بيعيشوا حياة رفاهية ورائعة على حساب الناس
NEG,المسئولين بيخلوا الناس يعيشوا في ظروف صعبة ومزرية، وبيستمروا في تجاهل مطالبهم ومشاكلهم الحقيقية
NEG,المسئولين بيحاولوا يسكتوا الناس بالقوة والترهيب، وبيمنعوا أي محاولة للتعبير عن الرأي الحر والصريح
NEG,المسئولين بيتربحوا من خلال إهمال وتجاهل مصالح الناس، وبيعملوا كل اللي فيه مصلحتهم الشخصية بدل مصلحة الوطن والمواطنين
NEG,مهزلة و لو وصلنا لمهزلة الاستفتاء حقول لا للرئيس وجماعته يدفعون بمصر إلى مرحلة ظلامية
NEG,وجهة نظر ساذجة
NEG,حزين بسبب الهجمات الإرهابية التي وقعت في  سيناء
NEG,نظام زائل
NEG,وزير الفساد
NEG,حكومة
NEG,بوليس
NEG,انفضحت الفبركة الإخوانية البلهاء شر فضيحة
NEG,أصبح تفجير البيوت وحرق عشش الفقراء أعمال قتالية
NEG,الفعلة الإجرامية المتمثلة في تهديد المجتمع بالعنف
NEG,الكنائس وقتل الناس وتعذيبهم وقطع أصابعهم وألقاؤهم من فوق الأسطح وذبح الضباط
NEG,هاجمت الاعلام القذر وتعرضت لحرب شرسة
NEG,تعذيب مواطن حتى الموت
NEG,إنتو كفار وهتروحوا النار
NEG,حياة بائسة جدا ف أحذرؤ منها
NEG,سياسة العناد الفاشلة
NEG,صمتك مؤسف امام قتل زميل واعتقال اخر واهانة ثالث ومنع رابع
NEG,خانوا انفسهم ووطنهم
NEG,فلتذهبوا الى الجحيم
NEG,الإخوان بغبائهم سيدمرون انفسهم
NEG,ممارسة الفاشية و العنصرية
NEG,اخفاء كوارث وفضائح الانقلاب
NEG,منطق حقير ولا يتبعه سوى الجبناء
NEG,اعلامي قذر و خاين ومنافق حقير
NEG,اخوان مجرمون ومعتدون
NEG,اما سخافة او قلة أدب و سفاله
NEG,الغرور والأنانية يدعمها النفاق
NEG,الاشارات البذيئة
NEG,اعلام العار يحرضه على قتل وقمع شعبه
NEG,القتل العمد
NEG,اعلامي قذر بعد اذاعة فيديو خيانة
NEG,فاشية التعذيب في سجون
NEG,مجتمع متحرش
NEG,دولة فاجرة وفاسقة
NEG,العين مليئة بالحسرة
NEG,احا يا حكومه
NEG,الغرور والأنانية يدعمها النفاق
NEG,هذا هو أحقر و أحط عمل فني في التاريخ
NEG,يثورون ويكيلون الشتائم
NEG,كل كلب ولا كلبة يمسك منصب فاكر أنه هيتحكم في تاريخ البلد دي أشكال الضالة
NEG,لخدمة الفساد
NEG,دولة البطش وحقارة المواطن دولة اللعنة على الحقوق
NEG,واطى و أهبل
NEG,اسرائيل و القتل و الاعتقال و كذب الاعلام
NEG,شتائم مقذعة و فاضجه
NEG,عجز الحكومة  عن التعامل بفاعلية مع الأزمة وإخفاقها
NEG,التعريص وساخه
NEG,اعتقال الفتيات
NEG,في ناس غاويا كدب
NEG,ياخاين ياعميل
NEG,يا وﻻد اﻻحبه
NEG,اشتموا و قلوا أدبكم كمان
NEG,هدم واحراق المساجد والمنازل وحشية لم يفعلها الاحتلال الغاشم
NEG,حاجز الخوف
NEG,تخريب البلد
NEG,كذبه وإخلافه للوعود
NEG,مزورة ومكذوبة
NEG,مرسي كذب على المصريين
NEG,أبشع جريمة عرفتها البشرية
NEG,إهانة فكرة رئاسة الجمهورية
NEG,النصاب يعلم تماما جريمته ويكملها معتمدا على غباء من ينصب عليهم هذا هو اعلام العار
NEG,الشبكة زفت
NEG,تبا لك
NEG,النفاق مدمر
NEG,شفتوا الخول ده بيقول ايه
NEG,أنا سأطرد صاحبكم لأنه قتل وكذب وغش ونكث
NEG,أنتم كذابون وقتلة
NEG,عنصرية وفتنة قلة ادب وغباء كمان
NEG,استمرار للقمع وانتهاك لحقوق الإنسان والحريات الأساسية يوم حزين
NEG,يساعد الإخوان على تغطية جرائمهم
NEG,تعريص ووساخة حزبه والدعوة السفهية
NEG,الحالة العصبية البائسة
NEG,يا خاين يا عميل يا ارهابى يا اخوانى
NEG,في الدول المتخلفة يقتل الآلاف و تحرق جثثهم و تلقى في الزبالة
NEG,استهانة بالشعب
NEG,دعوة لحرب اهلية
NEG,ممثلة بتقدم مشاهد خليعة
NEG,أبشع جريمة عرفتها البشرية
NEG,إعلامنا نكدي والمسئول الأول عن حالة الكأبة الموجودةعلى وشوش المصريين
NEG,العنف والقتل في محيط مقر جماعة الإخوان
NEG,لاشهاده لفاسق
NEG,الاخوان يستغلون الجهل والفقر يدفعون الاميون للتصويت
NEG,المحامي الفاشل الكذاب المرتشي والبذيء
NEG,قتل معتقلين بالسجون تعذيبا
NEG,يوصلوا الواحد إنه يكره عيشته
NEG,يفتح الباب للفساد
NEG,إيه يا ولاد الوسخة فيه إيه
NEG,هذه الاحداث من شأنها إدخال البلاد فى فوضى وفتنة طائفية
NEG,فسنرى تمردا وإرهابا في مصر
NEG,يستدعي الخوف لأنه يعني انفجارا عشوائيا أخطر
NEG,هم خلوني مجنون
NEG,انت بضان ياض
NEG,الله يخرب بيت اللى اقتراح استيراد الفحم
NEG,استمرار الانتهاكات والاعتداء على المعتصمين
NEG,لا اخلاق ولا وطنية ولا حياء
NEG,عداء و كره
NEG,شعرت بالحزن
NEG,رفع الاسعار
NEG,بلد بنت وسخة
NEG,قمة السفه في الصحافة
NEG,يفضح كذب قناة الجزيرة
NEG,خطأ مقصود
NEG,اسرائيل تحتل فلسطين
NEG,يزرع الارهاب
NEG,ملحد هنستنى منه ايه
NEG,نميمة و غيبة
NEG,احساس رخم اوى
NEG,خسائر الشركة نتيجة غلق محطه السادات
NEG,افعل معه المنكر
NEG,الولد اللي بيقبل يتشتم ب امه حتى لو هزار
NEG,متأكد إنه فاشل بس لازم تشتم اللي بيقول عليه فاشل لتخفي فشلك وفشله
NEG,متأمر وخاين
NEG,البلد بتغلي والاسعار نار
NEG,الإرهاب خطر عالمي
NEG,فيديو فعلا مؤلم يظهر مدى وحشية البشر وقدرتهم على تدمير أي شئ
NEG,انا بكره الناس
NEG,الغدر والخيانة
NEG,الفقير هو الضحية المفضلة
NEG,عقول زباله تسئ لرجل كبير
NEG,السافل
NEG,الصمت خيانة لمستقبل
NEG,إهدار مال عام وفساد منذ عام
NEG,يوما للعار
NEG,مرار طافح
NEG,تصرفات الوحشية واللاإنسانية
NEG,دفاتر مصر مليئه بالفساد المالي
NEG,السيسي
NEG,الطعن و الهجوم
NEG,نفس الغباوة والبجاحة والوقاحة
NEG,فضيحة من العيار الثقيل
NEG,الانقلاب والوزير أفسدو الرياضة
NEG,مروج الكذب
NEG,نهب البنوك يسير بشكل يومى واموال الناس بتتسرق
NEG,استئجار البلطجية لضربهم وقتلهم ومنعهم من العلاج كان كل هذه الجرائم لم تحدث ولم يرتكبها احد يا للنفاق الرخيص
NEG,اولاد رجال الاعمال الاوساخ واولاد تجار المخدرات والمعرصين والمعرصات
NEG,في أرض النفاق كالعادة يكسب الكداب
NEG,عبارات كراهية وعنصرية
NEG,ثقافة القطيع وحشة جدا
NEG,اكبر غلطة عملها فينا كشعب هو كمية الجهل الرهيب
NEG,الحيوان من يتجرد من أنسانيته ويبرر قتلهم لمجرد أختلافه معهم
NEG,شخص جاهل و حقير
NEG,خذلتموه وخنتموه
NEG,جثه هامده تأكل منها الكلاب
NEG,فتاوي الدياثة
NEG,ينشران فضائح الفساد
NEG,الطريقة البضان دي
NEG,ناس فاضية بتهري و خلاص دا مرار طافح
NEG,سبب الكآبة و الحزن
NEG,المطرب الوقح بيشتمنا
NEG,نبذ العنف
NEG,الحروب الصليبية التى ارتكبت ابشع الجرائم
NEG,الأفعال السيئة
NEG,ﺃﻛﺬﻭﺑﺔ ﻛﺒﻴﺮﺓ
NEG,هم كلاب ضالة
NEG,أفترا عليه لأنه ضعيف
NEG,قتلوا حرية الرأى والاعلام وحرقوها
NEG,روج لاغتصاب الأمة أو السلطة
NEG,تدل على انك حرامى وسارق
NEG,انتكاس للديمقراطية
NEG,في ستين ألف داهية
NEG,علاقاتة مشبوهة
NEG,الضابط وجه لي شتائم وتهزئ آخر قلة أدب
NEG,فضح الانقلاب واكاذيبهم وجرذان لفوا العالم لدعم الانقلاب
NEG,قسوة مخيفة في رفض الآخر الفكري وتشويهه وتخوينه تمهيدا لنزع إنسانيته وممارسة العنف ضده
NEG,كل اكاذيب وشائعات اعلام العار وفضائح نفذها الانقلاب
NEG,يعتبر مشاركة في جريمة قتلهم
NEG,الشعارات الفارغة ومحاولة تجميل التزوير
NEG,التكدير والإرهاب
NEG,كارثة لا يشير لها اعلام العار
NEG,الانقلاب ينهب اموال الناس من البنوك وغدا يرحل ويترك المجتمع خرابة
NEG,سياستكم القذره
NEG,يبدو انهم يريدون ارهاقنا بدنيا و نفسيا و ماليا
NEG,يشن هجوم بطريقة قذرة
NEG,مات أو اختطف أو عذب
NEG,ألفاظ خارجه
NEG,يدفعون شعبهم الى الجوع والهوان
NEG,اصابوه برصاصة في قدمه ثم عذبوه ببشاعة
NEG,حاميها حراميها
NEG,انتم تتاجرون بالدين
NEG,الغضب و العصبيه
NEG,يفسد الأطفال و ينخفض بمستوى ذكائهم
NEG,ظلم و فشل
NEG,الفاشل
NEG,الشعب بيشحت
NEG,مكان في قاع الجحيم
NEG,لغة سيئة جدا و اسلوب سيئ
NEG,الباطل والظلم
NEG,الغل سيؤدي للقتل في النهاية
NEG,دولة بلا دين ولا اخلاق ولا قيم ولا تاريخ ولا رجال
NEG,النظام سياساته فاشلة
NEG,إهانة للقضاء
NEG,استخدام العنف
NEG,جريمة
NEG,هدد نجيب بالقتل والاعدام
NEG,مجتمع مريض  حافظ مش فاهم
NEG,الفساد والواسطة واللصوصية
NEG,ارتكاب جرائم وحشية
NEG,فيديو مسرب و مفبرك
NEG,افلام زباله
NEG,القتل والحرق واثارة الفزع والتعدي
NEG,الوحوش إحذر ألا تتحول إلى وحش
NEG,كذب وخداع للنفس
NEG,الحكومة غير قادرة على إتخاذ  قرارات وهي حكومة مرتشية
NEG,منطق فاشل وكاذب
NEG,اتجنن
NEG,صفيحة قمامة شتائم يعنى دجل وقلة أدب
NEG,دوائر العنف والعنف المضاد
NEG,دمروا وأحرقوا وسرقوا قرية
NEG,الى الدمار
NEG,الجهلاء والجبناء
NEG,هوجه، موجه، وكسه، نكسه
NEG,متعب، صحته متدهورة، لا يستطيع التنفس، وفقد حاسة الشم،
NEG,ما زال إفلاس المقاولات المغربية يتزايد بشكل سيء سنة بعد أخرى
NEG,تعاني إفريقيا من جميع أنواع المشاكل والأزمات من الحروب الداخلية، والإرهاب، وعدم الاستقرار، والفقر
NEG,تعاني بعض المناطق من حين لآخر من أزمات إنسانية
NEG,سوء البنية التحتية في كثير من الدول
NEG,تعاني الصومال بأكملها من المجاعة، والفقر المدقع، والأمراض، في مأساة إنسانية تبدو بلا نهاية
NEG,قرارات هشة وفاشلة
NEG,القارة الموبوءة بالحروب والفقر والأمراض،
NEG,أخبار هجمات المنظمات الإرهابية  وأخبار الموت والكوارث،
NEG,يعاني العديد من الدول المتقدمة من  العيش بلا مأوى، وحتى الموت بسبب الفقر ، وتعاني في الوقت ذاته من أزمة في الأمن
NEG,الإصرار علي الإستفتاء في ظل وطن ممزق وغليان شعبي وغياب أمني وقضاء معطل واعلام محاصر هو انعدام للإحساس بالمسؤولية نحو مصر
NEG,سحل فتاة وتعريتها وقتل العشرات من قبل العسكر
NEG,حرية التعبير لا تتضمن التحريض على العنف و الفتنة الطائفية بل هو خطاب كراهية
NEG,لأنك فاشل
NEG,منهج الانقلاب قتل وقمع وسجن اى معارض اعلام فاسد وقضاء ارتفاع للاسعار واقتصاد ينهار عزلة دولية وشحاتة خليجية
NEG,قتلى وأكثر من 450 مصاب في محافظات مختلفة، هذه مقدمات كارثية لاقتتال أهلي
NEG,الرئيس القادم تعالى اسرقنا واستبد بنا وذلنا
NEG,انتخبوا_العرص
NEG,معتقلين المنيا في قاعة المحكمة يهتفون ساخرين من القاضي و من فضيحة زوجتة مع مدرب
NEG,آه يادولة العكاكين
NEG,مرار طافح
NEG,كذاب ومخلف لوعوده وفي رقبته دماء شباب
NEG,يدافع عن كذاب
NEG,غوروا فى داهية
NEG,عار مانحن فيه عار الدماء أنهار والشهداء بالعشرات الرصاص فى الرأس والرقبة والصدر
NEG,بلطجة الإخوان والإعتداء على الإعلاميين
NEG,بقيت بسمع شتايم قذرة من ناس اقذر في الشارع
NEG,الإخوان جماعة إرهابية وهم من قتلوا ابني
NEG,تخريب كنيسة مارجرجس وحرق بيوت الأقباط
NEG,أهدم نفسك
NEG,دوله التعريص السيسي
NEG,عسكر حراميه
NEG,حسبي الله ونعمة الوكيل فيك يا سيسي
NEG,أنصار المعزول تعدى بالضرب والتعذيب على الصحفى
NEG,اغلبية الشعب بين كاره وغاضب وخائف
NEG,طبعا الرئيس الذي تطلق جماعته بلطجية ليعتدوا ويسحلوا ويضربوا بنات بلده هو رئيس فاقد للشرعية
NEG,هذا كذب و افتراء
NEG,شخص يهدد بإستمرار الإرهاب وعمليات القتل في سيناء
NEG,تنشرون الأكاذيب
NEG,التنظيم المسلح لجماعة الإخوان الإرهابية
NEG,ماحدش هيضيع البلد غير الجبان والواطي والحقير و عديم الذمة
NEG,طز في مصر
NEG,دولة فاسدة فاسقة فاجرة تنشر الرذيلة
NEG,الجبناء يكذبون
NEG,الانقلاب سعي فى خرابها
NEG,كذبة حقيرة الاهرام العربي
NEG,شعب بلا اخلاق
NEG,تجار يكذبون ويعتدون ويتواطئون ويزورون الاستفتاء
NEG,حاميها حرميها
NEG,قتل صحفيين ابرياء واعتقال وسجن صحفيين ظلما و ترهيب صحفيين ومنعهم من عملهم
NEG,طلع حرامي
NEG,البرادعى طلع جاسوس
NEG,منذ أن بدأ الكذب وإخلاف الوعود وتسبب في إسالة الدماء لا يستحق الإحسان
NEG,عملية الخيانة والغدر والإنقلاب
NEG,يفضح كذب قناة الجزيرة ويكشف تمثيل الاخوان دور الموتى
NEG,ما أحقر القاتل حين يبرر جريمتة
NEG,انها قنبلة موقوتة استمر فى تطبيق قانون الطوارىء و خاطر بالانفجار
NEG,إعلام نكدي و هو المسئول عن حالة الكأبة
NEG,عقاب المخرب هو القتل
NEG,العبوات الناسفة والسيارات المفخخة
NEG,اعتداءات وحشية على المتظاهرين المتجهين للتحرير مع الانقلاب
NEG,صناعة الكذب
NEG,تفجير وحرق ومصادرة الأملاك جميعها أعمال قتالية
NEG,انتم خنتم الثورة وتواطئتم مع النظام القديم وعذبتم الثوار وقتلتموهم
NEG,إخوان باعو و عسكر خانو
NEG,تمرير دستور كارثي تحت التهديد بحرب أهلية
NEG,شهادة زور تحت تهديد السلاح شغل يليق بالعصابات
NEG,سيطرة البلطجية المسلحين على الشوارع ليلا قتلوا ملتحيا أمس فى جسر السويس كارثة أمنية غير مسبوقة
NEG,خبر نزل مفبرك لتخدعوا به الناس
NEG,الداخلية بلطجية
NEG,خاب وخسر دنيا وآخرة
NEG,قمة المسخره
NEG,فساد في بعض المستشفيات الغير خاضعة للرقابة
NEG,اعلام العار يكذب كالعادة لتشويه صورة الرئيس
NEG,دع الكلاب تنبح
NEG,أبشع جريمة في التاريخ
NEG,الاغتيال منهج حياه
NEG,التعريص بقى رياضة
NEG,يتلقى تهديدات بالقتل من الإرهابي أبو سمرة
NEG,الأحداث في مصر كاذبه ومفبركه
NEG,وجهة نظر ساذجة
NEG,تفجير البيوت وحرق عشش الفقراء أعمال قتالية
NEG,الافعال الإجرامية المتمثلة في تهديد المجتمع بالعنف
NEG,حرق الكنائس وقتل الناس وتعذيبهم وقطع أصابعهم وألقاؤهم من فوق الأسطح وذبح الضباط
NEG,الأشكال الوسخة
NEG,تعذيب المهندسة داليا رضوان تم الاعتداء عليها بالضرب
NEG,القتل و الاعتقال و كذب الاعلام و فقهاء الشيطان
NEG,كلمتين كدا يا وﻻد اﻻحبه
NEG,يا خاين يا عميل
NEG,النصاب يعلم تماما جريمته ويكملها معتمدا على غباء من ينصب عليهم هذا هو اعلام العار فى مصر يمارس جريمته معتمدا على غباء جمهوره
NEG,المحرقة أبشع جريمة
NEG,إحداث فتنة وقتل وإصابة مصريين
NEG,مقتل جنودنا فى رفح بيد إرهاب منظم لا دين له ولا خلق ولا انتماء للوطن
NEG,قناة الفراعين الاكثر كذبا و فجورا
NEG,ثقافة القبح و ثقافة القذارة والعنف
NEG,الشبكة زفت وسيئة جدا
NEG,قتل وكذب وغش
POS,السياسية هي علم وفن يهدف إلى تحقيق مصالح المجتمع وتوفير حياة أفضل للناس
POS,السياسية تسعى لتحقيق العدالة الاجتماعية والتوازن في المجتمع
POS,السياسية تعمل على حماية الحقوق والحريات الفردية والجماعية
POS,السياسية تهدف إلى تعزيز التعاون بين الأفراد والمجتمعات المختلفة
POS,السياسية تساعد في بناء الديمقراطية وتعزيز مشاركة المواطنين في صنع القرارات
POS,السياسية تشجع على التنمية المستدامة والحفاظ على البيئة
POS,السياسية تحث على العمل الجماعي والتضامن بين الأفراد والمجتمعات
POS,السياسية تساعد في الحفاظ على الأمن والاستقرار في المجتمعات
POS,السياسية تدعم التعليم والتعلم وتساعد في نشر الثقافة والمعرفة
POS,السياسية تساهم في تطوير الاقتصاد وتحسين الظروف الاقتصادية للناس
POS,السياسية تهتم بتوفير الخدمات الصحية والاجتماعية والترفيهية للمجتمعات
POS,السياسية تعمل على تعزيز القيم الأخلاقية والإنسانية في المجتمعات
POS,السياسية تحث على الاحترام المتبادل بين الأفراد والمجتمعات
POS,السياسية تساعد في تحقيق التنمية الاجتماعية والثقافية والاقتصادية
POS,السياسية تساهم في تحسين جودة الحياة وتعزيز رفاهية الناس
POS,السياسية تدعم الحرية الإعلامية وحق الناس في الحصول على المعلومات
POS,السياسية تحث على الحوار والتفاهم وتجنب التصعيد العنيف
POS,السياسية تساعد في إنشاء مؤسسات ديمقراطية قوية وشفافة
POS,السياسية تعمل على توفير فرص العمل وتحسين مستوى العيش للناس
POS,السياسية المصرية بتشتغل على النهوض بالبلد وتحسين حياة المصريين
POS,الحكومة بتتعامل مع المشاكل الحقيقية اللي بتواجه المجتمع بطريقة فعالة
POS,السياسية المصرية بتحاول توفير فرص العمل وتنمية الاقتصاد
POS,الدولة بتتخذ إجراءات عشان تحمي حقوق الناس وتضمن العدالة
POS,السياسية المصرية بتسعى لتطوير البنية التحتية وتحسين جودة الحياة
POS,الحكومة بتشجع الاستثمارات وتعزز الشراكات الاقتصادية الدولية
POS,الدولة بتعمل على تحسين الخدمات الصحية والتعليمية وتوفيرها للناس
POS,السياسية المصرية بتساعد في حماية الأمن الوطني والحفاظ على استقرار البلد
POS,الدولة بتهتم بتطوير السياحة وتشجيع السياحة الداخلية والخارجية
POS,السياسية المصرية بتشجع الحوار والتعاون بين مختلف الأطراف
POS,الحكومة بتهدف لتحقيق العدالة الاجتماعية وتحسين مستوى المعيشة للناس
POS,السياسية المصرية بتحترم حقوق الإنسان وتعمل على تعزيزها
POS,الدولة بتتعامل بشكل فاعل مع مختلف التحديات الأمنية والسياسية
POS,السياسية المصرية بتساعد في نشر الوعي بين المواطنين وتعزز الثقافة والتعليم
POS,الحكومة بتدعم المشاريع الثقافية والفنية وتساعد في تطوير القطاع الثقافي
POS,السياسية المصرية بتساهم في الحفاظ على التراث الثقافي والتاريخي للبلد
POS,الدولة بتحرص على توفير الحماية والدعم للمجتمع
POS,السياسية المصرية بتحترم القانون والدستور وتعمل بموجبهما
POS,الحكومة بتعمل على تعزيز الديمقراطية وحرية التعبير والصحافة
POS,الدولة بتعمل على تحسين البيئة وحماية الطبيعة وتشجيع استخدام الطاقة المتجددة
POS,الحكومة بتعمل على توفير المياه والطعام والإسكان للفئات الأكثر احتياجًا
POS,الدولة بتشجع الابتكار والريادة وتساعد على تنمية الابتكارات العلمية والتكنولوجية
POS,السياسية المصرية بتحترم حرية الاختيار السياسي للمواطنين وتعزز مفهوم الديمقراطية
POS,الحكومة بتحارب الفساد والعنف والجريمة بشكل فعال
POS,الدولة بتعمل على تحسين جودة الخدمات العامة، مثل النقل العام والطرق والكهرباء والغاز
POS,السياسية المصرية بتحترم حقوق المرأة وتعزز مشاركتها في مختلف المجالات
POS,الحكومة بتسعى لتحقيق التوازن بين المناطق الحضرية والريفية وتشجع التنمية المستدامة
POS,الدولة بتحترم حقوق الأقليات وتعمل على تعزيز الاندماج الاجتماعي
POS,السياسية المصرية بتعزز العلاقات الدولية وتحافظ على مكانة مصر في المنطقة والعالم
POS,سياسة الشركات الكبيرة تهدف إلى تحقيق النمو المستدام والمسؤول وتعزيز الثقة بين المستهلكين والمستثمرين.
POS,تتميز سياسة الشركات الكبيرة بالشفافية والمساءلة والامتثال للمعايير الدولية لحقوق العمال والبيئة.
POS,سياسة الشركات الكبيرة تحرص على توظيف أفضل الممارسات والتقنيات الحديثة لتحسين جودة المنتجات وتقليل التأثير البيئي.
